# BUSCO version is: 5.4.3 
# The lineage dataset is: mollusca_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 5295)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2591at6447	Complete	OX336383.1	5302584	5317725	-	623.9	1042	https://www.orthodb.org/v10?query=2591at6447	uncharacterized protein LOC110465950
2594at6447	Complete	OX336380.1	48938507	48952751	-	796.9	486	https://www.orthodb.org/v10?query=2594at6447	selenocysteine-specific elongation factor
2595at6447	Complete	OX336373.1	337778	393163	+	563.0	610	https://www.orthodb.org/v10?query=2595at6447	engulfment and cell motility protein 1-like isoform X1
2597at6447	Complete	OX336367.1	60048586	60090278	+	748.3	402	https://www.orthodb.org/v10?query=2597at6447	Xylose isomerase
2600at6447	Fragmented	OX336371.1	39775034	39803594	-	507.8	329	https://www.orthodb.org/v10?query=2600at6447	myotubularin-related protein 14
2601at6447	Complete	OX336377.1	31874083	31884895	-	739.3	381	https://www.orthodb.org/v10?query=2601at6447	uncharacterized protein LOC110465048
2603at6447	Complete	OX336365.1	17218654	17267645	+	716.0	403	https://www.orthodb.org/v10?query=2603at6447	F-box/LRR-repeat protein 16
2604at6447	Complete	OX336379.1	3487154	3514822	-	638.6	398	https://www.orthodb.org/v10?query=2604at6447	selenium-binding protein 1 isoform X1
2609at6447	Complete	OX336370.1	32407167	32455532	+	643.2	312	https://www.orthodb.org/v10?query=2609at6447	nuclear receptor subfamily 2 group F member 1-A isoform X1
2612at6447	Complete	OX336374.1	19125799	19166547	+	732.8	419	https://www.orthodb.org/v10?query=2612at6447	synaptic vesicular amine transporter-like
2613at6447	Complete	OX336373.1	30996337	31044190	-	629.0	428	https://www.orthodb.org/v10?query=2613at6447	NEDD8-activating enzyme E1 regulatory subunit
2617at6447	Complete	OX336365.1	14303347	14327107	-	722.0	494	https://www.orthodb.org/v10?query=2617at6447	RING finger protein unkempt homolog isoform X1
2620at6447	Complete	OX336373.1	929426	950752	-	737.4	459	https://www.orthodb.org/v10?query=2620at6447	probable aminopeptidase NPEPL1
2624at6447	Complete	OX336372.1	38064461	38094291	+	763.1	454	https://www.orthodb.org/v10?query=2624at6447	proprotein convertase subtilisin/kexin type 7 isoform X2
2625at6447	Complete	OX336374.1	41325528	41350966	+	671.6	336	https://www.orthodb.org/v10?query=2625at6447	alpha-centractin
2626at6447	Complete	OX336376.1	1243838	1303836	-	594.8	379	https://www.orthodb.org/v10?query=2626at6447	Argininosuccinate lyase
2632at6447	Complete	OX336366.1	69408642	69493694	-	710.4	488	https://www.orthodb.org/v10?query=2632at6447	phosphofurin acidic cluster sorting protein 1
2636at6447	Complete	OX336372.1	1983504	1984949	-	757.2	435	https://www.orthodb.org/v10?query=2636at6447	sulfite oxidase-like
2639at6447	Complete	OX336379.1	37841028	37867900	+	754.5	408	https://www.orthodb.org/v10?query=2639at6447	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha
2643at6447	Complete	OX336372.1	60114782	60155921	-	628.1	469	https://www.orthodb.org/v10?query=2643at6447	Hormone-sensitive lipase
2645at6447	Complete	OX336374.1	33120595	33154775	-	766.8	408	https://www.orthodb.org/v10?query=2645at6447	Histone acetyltransferase
2646at6447	Missing
2647at6447	Complete	OX336383.1	8534154	8563658	+	673.4	425	https://www.orthodb.org/v10?query=2647at6447	Coronin
2650at6447	Complete	OX336372.1	34007136	34048059	+	459.2	992	https://www.orthodb.org/v10?query=2650at6447	FYVE and coiled-coil domain-containing protein 1
2651at6447	Missing
2653at6447	Complete	OX336367.1	60595570	60625128	-	478.7	306	https://www.orthodb.org/v10?query=2653at6447	lymphocyte expansion molecule-like
2654at6447	Complete	OX336366.1	48452251	48530197	-	710.9	380	https://www.orthodb.org/v10?query=2654at6447	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform isoform X2
2655at6447	Complete	OX336367.1	43389492	43417780	-	762.5	373	https://www.orthodb.org/v10?query=2655at6447	glutaryl-CoA dehydrogenase, mitochondrial
2656at6447	Complete	OX336365.1	67194383	67201206	-	796.5	402	https://www.orthodb.org/v10?query=2656at6447	Tektin-4
2657at6447	Complete	OX336366.1	36013215	36085027	-	563.9	465	https://www.orthodb.org/v10?query=2657at6447	synaptotagmin 21
2660at6447	Complete	OX336365.1	40307960	40345703	-	757.8	542	https://www.orthodb.org/v10?query=2660at6447	vitamin K-dependent gamma-carboxylase
2661at6447	Missing
2662at6447	Complete	OX336372.1	13605531	13619016	-	749.9	488	https://www.orthodb.org/v10?query=2662at6447	Major facilitator superfamily domain-containing protein 6
2664at6447	Complete	OX336374.1	15951160	15970308	-	750.1	338	https://www.orthodb.org/v10?query=2664at6447	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
2666at6447	Complete	OX336373.1	61759963	61789304	-	783.6	420	https://www.orthodb.org/v10?query=2666at6447	probable D-lactate dehydrogenase, mitochondrial
2669at6447	Complete	OX336379.1	27122781	27145857	-	690.2	470	https://www.orthodb.org/v10?query=2669at6447	Mannosyltransferase
2672at6447	Missing
2673at6447	Complete	OX336369.1	46124860	46137140	+	327.8	217	https://www.orthodb.org/v10?query=2673at6447	uncharacterized protein LOC105326123
2674at6447	Complete	OX336375.1	25690079	25737233	-	557.6	396	https://www.orthodb.org/v10?query=2674at6447	FAD synthase-like
2680at6447	Complete	OX336376.1	26873934	26906643	-	626.2	457	https://www.orthodb.org/v10?query=2680at6447	TBCC domain-containing protein 1-like
2683at6447	Missing
2685at6447	Missing
2688at6447	Complete	OX336374.1	58715810	58742461	-	533.1	407	https://www.orthodb.org/v10?query=2688at6447	Cytochrome P450 3A24
2689at6447	Complete	OX336378.1	9708846	9736860	+	850.7	498	https://www.orthodb.org/v10?query=2689at6447	ATPase family AAA domain-containing protein 3-B-like
2692at6447	Complete	OX336375.1	38146223	38158828	+	653.6	311	https://www.orthodb.org/v10?query=2692at6447	DDB1-and CUL4-associated factor 7
2693at6447	Missing
2695at6447	Complete	OX336377.1	19061588	19079415	-	719.5	629	https://www.orthodb.org/v10?query=2695at6447	uncharacterized protein LOC101848372
2696at6447	Missing
2698at6447	Complete	OX336375.1	33074483	33108703	+	605.8	415	https://www.orthodb.org/v10?query=2698at6447	ubiquitin carboxyl-terminal hydrolase 44
2700at6447	Complete	OX336367.1	72836889	72855675	-	851.1	459	https://www.orthodb.org/v10?query=2700at6447	probable ATP-dependent RNA helicase DDX4
2709at6447	Complete	OX336377.1	36301817	36360096	+	628.5	489	https://www.orthodb.org/v10?query=2709at6447	probable ubiquitin carboxyl-terminal hydrolase MINDY-4 isoform X1
2714at6447	Complete	OX336369.1	56032412	56070330	+	714.9	491	https://www.orthodb.org/v10?query=2714at6447	Guanylate cyclase soluble subunit alpha-2
2715at6447	Complete	OX336369.1	29882166	29907833	-	908.3	670	https://www.orthodb.org/v10?query=2715at6447	sterol regulatory element-binding protein 1
2716at6447	Complete	OX336381.1	34055052	34061504	-	678.8	353	https://www.orthodb.org/v10?query=2716at6447	Innexin
2718at6447	Complete	OX336373.1	33545635	33576288	-	762.0	386	https://www.orthodb.org/v10?query=2718at6447	Cysteine desulfurase, mitochondrial
2720at6447	Complete	OX336373.1	54701491	54728126	+	709.7	475	https://www.orthodb.org/v10?query=2720at6447	GPI transamidase component PIG-T
2721at6447	Missing
2727at6447	Complete	OX336379.1	46884230	46918011	-	699.1	366	https://www.orthodb.org/v10?query=2727at6447	H/ACA ribonucleoprotein complex subunit 4
2729at6447	Complete	OX336371.1	6745242	6771187	+	565.6	534	https://www.orthodb.org/v10?query=2729at6447	EF-hand calcium-binding domain-containing protein 12
2730at6447	Complete	OX336368.1	31860194	31905846	+	497.2	414	https://www.orthodb.org/v10?query=2730at6447	two pore calcium channel protein 2-like
2732at6447	Complete	OX336375.1	6223246	6282855	-	1050.4	1054	https://www.orthodb.org/v10?query=2732at6447	Dynamin-binding protein
2733at6447	Complete	OX336378.1	2160268	2201190	+	785.1	616	https://www.orthodb.org/v10?query=2733at6447	lisH domain-containing protein ARMC9-like
2734at6447	Complete	OX336380.1	37553233	37578430	+	791.4	477	https://www.orthodb.org/v10?query=2734at6447	F-box/WD repeat-containing protein 5
2735at6447	Complete	OX336378.1	5993137	6012206	+	636.2	372	https://www.orthodb.org/v10?query=2735at6447	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
2738at6447	Complete	OX336367.1	74494331	74535524	+	647.4	404	https://www.orthodb.org/v10?query=2738at6447	Ubiquitin carboxyl-terminal hydrolase 14
2739at6447	Complete	OX336371.1	30522712	30544755	+	660.1	429	https://www.orthodb.org/v10?query=2739at6447	Zinc finger, CXXC-type
2740at6447	Complete	OX336379.1	18272613	18316964	-	832.9	587	https://www.orthodb.org/v10?query=2740at6447	splicing factor 3A subunit 1-like
2741at6447	Complete	OX336369.1	68378059	68424375	-	706.5	944	https://www.orthodb.org/v10?query=2741at6447	uncharacterized protein LOC101850513
2743at6447	Complete	OX336371.1	49752011	49754221	+	797.7	548	https://www.orthodb.org/v10?query=2743at6447	putative RNA-binding protein 15
2744at6447	Missing
2745at6447	Complete	OX336368.1	21863045	21887901	-	637.0	398	https://www.orthodb.org/v10?query=2745at6447	connector enhancer of kinase suppressor of ras 2-like isoform X1
2746at6447	Complete	OX336378.1	4285615	4305144	-	645.9	432	https://www.orthodb.org/v10?query=2746at6447	D-2-hydroxyglutarate dehydrogenase, mitochondrial
2747at6447	Complete	OX336378.1	28718365	28783227	-	644.5	389	https://www.orthodb.org/v10?query=2747at6447	Solute carrier family 2, facilitated glucose transporter member 1
2748at6447	Complete	OX336365.1	69698649	69722053	-	673.2	428	https://www.orthodb.org/v10?query=2748at6447	sphingosine-1-phosphate lyase 1-like
2751at6447	Complete	OX336365.1	86349936	86396252	-	578.9	341	https://www.orthodb.org/v10?query=2751at6447	Methionine aminopeptidase
2752at6447	Complete	OX336366.1	14544598	14582769	+	721.9	379	https://www.orthodb.org/v10?query=2752at6447	Histone acetyltransferase
2755at6447	Complete	OX336366.1	52623056	52648675	+	818.3	547	https://www.orthodb.org/v10?query=2755at6447	ATP-binding cassette sub-family B member 10, mitochondrial
2756at6447	Fragmented	OX336382.1	6850701	6868209	+	469.0	253	https://www.orthodb.org/v10?query=2756at6447	Zinc finger, PHD-type
2760at6447	Complete	OX336374.1	19769274	19827084	+	534.0	314	https://www.orthodb.org/v10?query=2760at6447	phosphatidylinositol 4-kinase type 2-alpha-like isoform X1
2761at6447	Complete	OX336366.1	72381505	72414577	+	636.0	363	https://www.orthodb.org/v10?query=2761at6447	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma
2762at6447	Complete	OX336365.1	19861439	19873255	-	727.4	426	https://www.orthodb.org/v10?query=2762at6447	N-sulphoglucosamine sulphohydrolase-like
2766at6447	Complete	OX336367.1	67472526	67497209	+	713.2	471	https://www.orthodb.org/v10?query=2766at6447	WD repeat-containing protein 70
2768at6447	Missing
2772at6447	Complete	OX336375.1	36664262	36689199	+	704.8	427	https://www.orthodb.org/v10?query=2772at6447	protein lin-9 homolog
2776at6447	Complete	OX336368.1	63339428	63475458	+	670.7	406	https://www.orthodb.org/v10?query=2776at6447	sestrin-1-like isoform X1
2777at6447	Complete	OX336368.1	25643017	25659904	+	724.0	442	https://www.orthodb.org/v10?query=2777at6447	cryptochrome-1-like
2778at6447	Complete	OX336380.1	44327894	44350977	+	623.9	577	https://www.orthodb.org/v10?query=2778at6447	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1  
2783at6447	Complete	OX336368.1	55218614	55236927	-	569.9	514	https://www.orthodb.org/v10?query=2783at6447	zinc finger with UFM1-specific peptidase domain protein
2785at6447	Complete	OX336380.1	14446057	14484439	+	524.4	423	https://www.orthodb.org/v10?query=2785at6447	procollagen galactosyltransferase 1-like
2787at6447	Complete	OX336365.1	60464292	60494981	+	978.4	621	https://www.orthodb.org/v10?query=2787at6447	LOW QUALITY PROTEIN: centrosomal protein of 131 kDa-like
2793at6447	Complete	OX336375.1	46471927	46504224	-	559.5	358	https://www.orthodb.org/v10?query=2793at6447	tyrosine-protein phosphatase non-receptor type 5-like
2794at6447	Complete	OX336376.1	34087832	34110922	+	644.1	495	https://www.orthodb.org/v10?query=2794at6447	THO complex subunit 5 homolog isoform X1
2796at6447	Fragmented	OX336366.1	33791277	33802771	+	647.4	439	https://www.orthodb.org/v10?query=2796at6447	Ribosome-releasing factor 2, mitochondrial
2801at6447	Complete	OX336365.1	24224203	24226215	+	567.3	372	https://www.orthodb.org/v10?query=2801at6447	uncharacterized protein LOC106012762
2802at6447	Complete	OX336375.1	45007784	45102046	+	605.7	423	https://www.orthodb.org/v10?query=2802at6447	Lipase maturation factor
2803at6447	Complete	OX336374.1	14572667	14610679	+	673.1	484	https://www.orthodb.org/v10?query=2803at6447	cilia- and flagella-associated protein 99-like
2805at6447	Complete	OX336371.1	64579076	64597697	+	763.1	363	https://www.orthodb.org/v10?query=2805at6447	Methionine aminopeptidase 2
2806at6447	Missing
2808at6447	Complete	OX336380.1	3212759	3242264	-	736.3	445	https://www.orthodb.org/v10?query=2808at6447	Parafibromin
2810at6447	Missing
2811at6447	Complete	OX336373.1	62079233	62120838	+	631.1	363	https://www.orthodb.org/v10?query=2811at6447	Aspartate aminotransferase
2812at6447	Complete	OX336367.1	45881069	45907025	-	596.8	381	https://www.orthodb.org/v10?query=2812at6447	ankyrin repeat domain-containing protein 13C-B
2815at6447	Complete	OX336373.1	20535886	20568225	-	590.5	346	https://www.orthodb.org/v10?query=2815at6447	cytoplasmic dynein 1 light intermediate chain 2-like isoform X1
2818at6447	Complete	OX336374.1	6723865	6780257	-	740.5	438	https://www.orthodb.org/v10?query=2818at6447	Rhotekin
2819at6447	Complete	OX336374.1	57380320	57419654	-	668.5	453	https://www.orthodb.org/v10?query=2819at6447	NHL repeat-containing protein 2
2820at6447	Fragmented	OX336366.1	32035126	32047356	+	588.7	461	https://www.orthodb.org/v10?query=2820at6447	centromere/kinetochore protein zw10 homolog
2821at6447	Complete	OX336366.1	77277923	77309327	-	652.8	469	https://www.orthodb.org/v10?query=2821at6447	Pre-mRNA-processing factor 39
2822at6447	Missing
2824at6447	Complete	OX336372.1	54127199	54175494	-	700.0	897	https://www.orthodb.org/v10?query=2824at6447	roundabout homolog 1-like isoform X1
2825at6447	Complete	OX336373.1	58837312	58915096	-	588.1	365	https://www.orthodb.org/v10?query=2825at6447	UPF0183 protein C16orf70 homolog
2831at6447	Missing
2835at6447	Complete	OX336372.1	423884	481006	+	671.9	620	https://www.orthodb.org/v10?query=2835at6447	interference hedgehog-like
2836at6447	Complete	OX336377.1	33413941	33430289	-	894.2	629	https://www.orthodb.org/v10?query=2836at6447	RING finger protein nhl-1
2838at6447	Complete	OX336365.1	11325539	11363361	-	673.0	419	https://www.orthodb.org/v10?query=2838at6447	protein C12orf4 homolog
2839at6447	Complete	OX336374.1	40362964	40387565	+	673.8	456	https://www.orthodb.org/v10?query=2839at6447	cell division cycle protein 23 homolog
2841at6447	Missing
2846at6447	Complete	OX336365.1	67235095	67248102	-	718.8	423	https://www.orthodb.org/v10?query=2846at6447	Forkhead box protein K1
2847at6447	Complete	OX336372.1	32648286	32650238	+	630.3	442	https://www.orthodb.org/v10?query=2847at6447	Putative muscarinic acetylcholine receptor gar-2
2849at6447	Complete	OX336382.1	2218638	2262316	-	611.7	518	https://www.orthodb.org/v10?query=2849at6447	pseudouridine-metabolizing bifunctional protein C1861.05-like
2851at6447	Complete	OX336366.1	68259417	68281364	+	671.4	336	https://www.orthodb.org/v10?query=2851at6447	actin-related protein 2
2854at6447	Complete	OX336371.1	28998153	29013291	+	654.0	415	https://www.orthodb.org/v10?query=2854at6447	RBR-type E3 ubiquitin transferase
2855at6447	Complete	OX336369.1	16510816	16534735	-	615.2	386	https://www.orthodb.org/v10?query=2855at6447	Histidyl-tRNA synthetase, cytoplasmic
2861at6447	Complete	OX336371.1	12453817	12485813	+	574.5	411	https://www.orthodb.org/v10?query=2861at6447	EGF domain-specific O-linked N-acetylglucosamine transferase-like isoform X1
2862at6447	Complete	OX336379.1	32663668	32687652	+	648.7	447	https://www.orthodb.org/v10?query=2862at6447	autophagy-related protein 16-1
2863at6447	Complete	OX336365.1	37569364	37626422	-	809.3	527	https://www.orthodb.org/v10?query=2863at6447	Choline O-acetyltransferase
2864at6447	Missing
2865at6447	Complete	OX336373.1	41932487	41942244	-	742.3	513	https://www.orthodb.org/v10?query=2865at6447	kelch-like protein 13
2868at6447	Complete	OX336367.1	19507743	19521123	-	577.8	340	https://www.orthodb.org/v10?query=2868at6447	uncharacterized protein C1orf228 homolog
2869at6447	Complete	OX336370.1	57899896	57942301	-	513.6	380	https://www.orthodb.org/v10?query=2869at6447	Protein disulfide-isomerase
2870at6447	Complete	OX336366.1	46613213	46628901	-	652.4	406	https://www.orthodb.org/v10?query=2870at6447	alpha-(1,6)-fucosyltransferase-like
2871at6447	Complete	OX336371.1	60237919	60244928	+	526.4	328	https://www.orthodb.org/v10?query=2871at6447	Histone-lysine N-methyltransferase SUV39H2
2875at6447	Complete	OX336383.1	20064281	20073005	+	612.4	513	https://www.orthodb.org/v10?query=2875at6447	poly 
2876at6447	Complete	OX336369.1	66843202	66888164	+	505.2	651	https://www.orthodb.org/v10?query=2876at6447	PDZ domain-containing protein 8
2877at6447	Missing
2880at6447	Complete	OX336376.1	5735700	5780482	-	750.9	622	https://www.orthodb.org/v10?query=2880at6447	uncharacterized protein LOC106881161
2881at6447	Complete	OX336372.1	41160051	41177053	-	717.8	451	https://www.orthodb.org/v10?query=2881at6447	Conserved oligomeric Golgi complex subunit 8
2882at6447	Complete	OX336368.1	60883499	60964229	-	860.8	664	https://www.orthodb.org/v10?query=2882at6447	GC-rich sequence DNA-binding factor-like protein
2883at6447	Complete	OX336373.1	36557043	36611586	+	631.5	304	https://www.orthodb.org/v10?query=2883at6447	Guanine nucleotide-binding protein G(O) subunit alpha
2887at6447	Complete	OX336376.1	29062467	29101222	-	598.1	416	https://www.orthodb.org/v10?query=2887at6447	Meckel syndrome type 1 protein-like
2890at6447	Complete	OX336373.1	20803864	20839551	-	630.0	459	https://www.orthodb.org/v10?query=2890at6447	5'-Nucleotidase, C-terminal
2892at6447	Missing
2893at6447	Fragmented	OX336366.1	1134081	1167300	-	858.1	564	https://www.orthodb.org/v10?query=2893at6447	serrate RNA effector molecule homolog isoform X1
2896at6447	Missing
2897at6447	Missing
2898at6447	Complete	OX336371.1	12383677	12397986	-	703.8	458	https://www.orthodb.org/v10?query=2898at6447	Nuclear receptor subfamily 2 group C member 2
2899at6447	Complete	OX336379.1	39152902	39162271	-	704.5	444	https://www.orthodb.org/v10?query=2899at6447	uncharacterized protein LOC106064006
2900at6447	Complete	OX336371.1	36907062	36927619	-	507.0	257	https://www.orthodb.org/v10?query=2900at6447	26S proteasome non-ATPase regulatory subunit 6
2901at6447	Complete	OX336381.1	20640765	20735842	+	681.0	377	https://www.orthodb.org/v10?query=2901at6447	Mannose-1-phosphate guanyltransferase alpha-A
2902at6447	Complete	OX336365.1	47205329	47230146	+	717.5	377	https://www.orthodb.org/v10?query=2902at6447	Isovaleryl-CoA dehydrogenase, mitochondrial
2903at6447	Complete	OX336366.1	65672487	65683359	+	709.5	402	https://www.orthodb.org/v10?query=2903at6447	fumarate hydratase, mitochondrial-like isoform X1
2905at6447	Complete	OX336368.1	71049265	71071680	+	733.8	435	https://www.orthodb.org/v10?query=2905at6447	membrane-bound transcription factor site-2 protease
2907at6447	Complete	OX336367.1	10757597	10781044	+	615.5	404	https://www.orthodb.org/v10?query=2907at6447	Glutaredoxin
2909at6447	Complete	OX336379.1	12133709	12156958	+	772.6	431	https://www.orthodb.org/v10?query=2909at6447	transcription initiation factor TFIID subunit 6
2912at6447	Complete	OX336379.1	16294786	16346785	-	860.3	514	https://www.orthodb.org/v10?query=2912at6447	Sodium/hydrogen exchanger
2913at6447	Fragmented	OX336377.1	43430837	43458687	-	811.9	507	https://www.orthodb.org/v10?query=2913at6447	pre-mRNA-processing factor 40 homolog B
2914at6447	Complete	OX336378.1	4535732	4585370	-	706.5	386	https://www.orthodb.org/v10?query=2914at6447	enolase-like
2918at6447	Complete	OX336379.1	38891739	38905745	+	490.9	336	https://www.orthodb.org/v10?query=2918at6447	matrix metalloproteinase-24-like
2920at6447	Complete	OX336370.1	7273244	7335850	-	475.6	488	https://www.orthodb.org/v10?query=2920at6447	WD repeat-containing protein 93 isoform X1
2925at6447	Complete	OX336379.1	44955806	44981594	+	626.8	363	https://www.orthodb.org/v10?query=2925at6447	WD repeat and FYVE domain-containing protein 2-like
2929at6447	Complete	OX336375.1	58495933	58521329	+	588.7	391	https://www.orthodb.org/v10?query=2929at6447	Plastin-3
2935at6447	Complete	OX336371.1	30242428	30245219	-	580.4	405	https://www.orthodb.org/v10?query=2935at6447	cholesterol 7-alpha-monooxygenase
2936at6447	Complete	OX336375.1	7205406	7226023	-	659.4	391	https://www.orthodb.org/v10?query=2936at6447	UDP-N-acetylhexosamine pyrophosphorylase
2937at6447	Complete	OX336378.1	42880492	42897829	+	649.1	412	https://www.orthodb.org/v10?query=2937at6447	acetyl-coenzyme A transporter 1
2939at6447	Complete	OX336373.1	61183315	61252365	+	750.4	437	https://www.orthodb.org/v10?query=2939at6447	N6-adenosine-methyltransferase 70 kDa subunit
2940at6447	Fragmented	OX336379.1	34144919	34182824	+	566.3	357	https://www.orthodb.org/v10?query=2940at6447	Eukaryotic translation initiation factor 2A
2941at6447	Complete	OX336373.1	10632901	10695015	-	637.2	467	https://www.orthodb.org/v10?query=2941at6447	tRNA (cytosine(34)-C(5))-methyltransferase-like
2942at6447	Complete	OX336370.1	4626429	4650496	+	548.6	300	https://www.orthodb.org/v10?query=2942at6447	guanine nucleotide-binding protein subunit beta-5
2944at6447	Fragmented	OX336376.1	3861964	3887283	-	459.2	462	https://www.orthodb.org/v10?query=2944at6447	coiled-coil domain-containing protein 157-like
2945at6447	Complete	OX336365.1	69776289	69818803	+	751.1	608	https://www.orthodb.org/v10?query=2945at6447	PH and SEC7 domain-containing protein 1-like isoform X1
2946at6447	Complete	OX336377.1	29653037	29712307	+	654.3	343	https://www.orthodb.org/v10?query=2946at6447	26S proteasome non-ATPase regulatory subunit 11
2948at6447	Complete	OX336375.1	44979242	45003859	-	657.7	438	https://www.orthodb.org/v10?query=2948at6447	General transcription factor IIH subunit 1
2950at6447	Complete	OX336368.1	55280057	55307326	+	565.4	441	https://www.orthodb.org/v10?query=2950at6447	sex comb on midleg-like protein 2 isoform X1
2951at6447	Complete	OX336374.1	41544533	41562196	+	816.5	431	https://www.orthodb.org/v10?query=2951at6447	poly(U)-binding-splicing factor PUF60-like isoform X1
2958at6447	Complete	OX336377.1	33579901	33597208	-	535.0	369	https://www.orthodb.org/v10?query=2958at6447	Uncharacterized protein C7orf72
2960at6447	Complete	OX336373.1	7728056	7793121	-	518.0	393	https://www.orthodb.org/v10?query=2960at6447	Cleft lip and palate transmembrane protein 1-like protein
2964at6447	Complete	OX336366.1	4175580	4212799	-	646.6	530	https://www.orthodb.org/v10?query=2964at6447	Mediator of RNA polymerase II transcription subunit 17
2969at6447	Complete	OX336373.1	29871465	29948748	-	685.4	456	https://www.orthodb.org/v10?query=2969at6447	RING finger and SPRY domain-containing protein 1-like
2971at6447	Missing
2974at6447	Complete	OX336368.1	22449039	22461450	+	505.8	390	https://www.orthodb.org/v10?query=2974at6447	protein inscuteable homolog
2975at6447	Complete	OX336365.1	18857811	18874603	+	656.4	424	https://www.orthodb.org/v10?query=2975at6447	Mitogen-activated protein kinase kinase kinase 7-interacting protein 1
2980at6447	Missing
2981at6447	Missing
2983at6447	Complete	OX336376.1	40611238	40710054	+	512.4	269	https://www.orthodb.org/v10?query=2983at6447	uncharacterized protein LOC106058288
2985at6447	Fragmented	OX336373.1	47669099	47685524	+	560.0	379	https://www.orthodb.org/v10?query=2985at6447	paraplegin-like
2987at6447	Complete	OX336375.1	39494542	39555156	+	818.0	606	https://www.orthodb.org/v10?query=2987at6447	liprin-beta-1-like
2993at6447	Complete	OX336373.1	26765481	26859104	-	591.9	319	https://www.orthodb.org/v10?query=2993at6447	guanine nucleotide-binding protein G(s) subunit alpha
2995at6447	Missing
2997at6447	Complete	OX336378.1	1542982	1558309	-	653.1	470	https://www.orthodb.org/v10?query=2997at6447	F-box only protein 42
2998at6447	Complete	OX336374.1	40394998	40409055	-	616.7	433	https://www.orthodb.org/v10?query=2998at6447	Ectonucleoside triphosphate diphosphohydrolase 7
3000at6447	Missing
3001at6447	Complete	OX336372.1	31237045	31261718	-	707.7	333	https://www.orthodb.org/v10?query=3001at6447	speckle-type POZ protein-like
3002at6447	Complete	OX336380.1	1925086	1941248	+	734.8	405	https://www.orthodb.org/v10?query=3002at6447	General transcription factor IIH subunit 4
3003at6447	Complete	OX336379.1	31826073	31839639	+	693.5	501	https://www.orthodb.org/v10?query=3003at6447	Carboxylic ester hydrolase
3005at6447	Complete	OX336371.1	52862197	52875059	+	563.8	315	https://www.orthodb.org/v10?query=3005at6447	mannose-1-phosphate guanyltransferase beta
3009at6447	Complete	OX336378.1	47378696	47411872	-	616.1	489	https://www.orthodb.org/v10?query=3009at6447	Zinc finger, RING-type
3011at6447	Complete	OX336377.1	5964606	6010254	+	847.2	406	https://www.orthodb.org/v10?query=3011at6447	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
3012at6447	Fragmented	OX336368.1	37685725	37711758	-	755.1	569	https://www.orthodb.org/v10?query=3012at6447	Fanconi-associated nuclease
3014at6447	Fragmented	OX336367.1	69640132	69707747	+	899.3	571	https://www.orthodb.org/v10?query=3014at6447	coiled-coil and C2 domain-containing protein 1-like isoform X1
3015at6447	Complete	OX336379.1	8420015	8458373	-	707.1	430	https://www.orthodb.org/v10?query=3015at6447	Dimethylaniline monooxygenase 
3021at6447	Complete	OX336382.1	32942650	32945424	+	646.3	783	https://www.orthodb.org/v10?query=3021at6447	zinc finger protein 236-like
3022at6447	Complete	OX336367.1	75732332	75769970	-	774.8	536	https://www.orthodb.org/v10?query=3022at6447	terminal uridylyltransferase 4 isoform X1
3024at6447	Complete	OX336373.1	24304770	24318536	-	611.2	313	https://www.orthodb.org/v10?query=3024at6447	Ubiquitin-conjugating enzyme E2 D2
3027at6447	Complete	OX336367.1	70370809	70442515	+	585.4	340	https://www.orthodb.org/v10?query=3027at6447	trafficking protein particle complex subunit 13-like isoform X1
3028at6447	Complete	OX336371.1	63866723	63883944	+	635.6	362	https://www.orthodb.org/v10?query=3028at6447	Coiled-coil domain-containing protein 77
3030at6447	Complete	OX336366.1	49839511	49880437	+	537.2	483	https://www.orthodb.org/v10?query=3030at6447	DNA polymerase alpha subunit B
3032at6447	Missing
3034at6447	Complete	OX336379.1	23014737	23042173	-	665.5	408	https://www.orthodb.org/v10?query=3034at6447	Glutathione reductase
3036at6447	Complete	OX336372.1	56245030	56267528	-	691.0	422	https://www.orthodb.org/v10?query=3036at6447	Coatomer subunit delta
3037at6447	Complete	OX336369.1	47722617	47750887	-	767.2	504	https://www.orthodb.org/v10?query=3037at6447	ATP-dependent DNA helicase Q5-like
3038at6447	Complete	OX336366.1	56892223	56905778	+	1289.4	603	https://www.orthodb.org/v10?query=3038at6447	Fanconi anemia group M protein
3039at6447	Complete	OX336367.1	51730033	51833955	+	749.9	458	https://www.orthodb.org/v10?query=3039at6447	nucleolar protein 4 isoform X1
3041at6447	Complete	OX336378.1	17643299	17690061	+	545.5	336	https://www.orthodb.org/v10?query=3041at6447	ski oncogene-like
3044at6447	Complete	OX336371.1	53699238	53711834	+	585.0	474	https://www.orthodb.org/v10?query=3044at6447	Ubiquitin carboxyl-terminal hydrolase 8
